name,dateofbirth,timeofbirth,placeofbirth,longitude,latitude,timezone,informationsource,astrosagerating,cloudbtn,name,place,sex,sec,min,hrs,day,month,year,latdeg,longdeg,latmin,longmin,longew,latns,dst,languagecode,ayanamsa,kphn,charting
Tom Bridges,"Thursday, June 25, 1959",15:22:00,"85 W 45, 38 N 14",85 W 45,38 N 14,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Tom Bridges,"85 W 45, 38 N 14",Male,0,22,15,25,6,1959,38,85,14,45,W,N,0,0,0,0,0
Thomas W. Mitchell,"Monday, January 18, 1869",04:29:59,"4 W 9, 57 N 32",4 W 9,57 N 32,-0.25,Internet,Reference,See kundli in AstroSage Cloud,Thomas W. Mitchell,"4 W 9, 57 N 32",Male,59,29,4,18,1,1869,57,4,32,9,W,N,0,0,0,0,0
Thomas Clarke,"Friday, January 10, 1941",08:30:00,"4 W 1, 55 N 52",4 W 1,55 N 52,0.0,Internet,Reference,See kundli in AstroSage Cloud,Thomas Clarke,"4 W 1, 55 N 52",Male,0,30,8,10,1,1941,55,4,52,1,W,N,0,0,0,0,0
Terry Moore,"Monday, January 07, 1929",14:15:00,"118 W 15, 34 N 3",118 W 15,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Terry Moore,"118 W 15, 34 N 3",Male,0,15,14,7,1,1929,34,118,3,15,W,N,0,0,0,0,0
Thomas A. Pierce,"Monday, December 26, 1898",02:29:59,"97 W 48, 32 N 46",97 W 48,32 N 46,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Thomas A. Pierce,"97 W 48, 32 N 46",Male,59,29,2,26,12,1898,32,97,46,48,W,N,0,0,0,0,0
Tarun Tejpal,"Friday, March 15, 1963",12:00:00,Army Household,82 E 46,21 N 7,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tarun Tejpal,Army Household,Male,0,0,12,15,3,1963,21,82,7,46,E,N,0,0,0,0,0
Tracy Austin,"Wednesday, December 12, 1962",06:17:59,"118 W 23, 33 N 50",118 W 23,33 N 50,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Tracy Austin,"118 W 23, 33 N 50",Male,59,17,6,12,12,1962,33,118,50,23,W,N,0,0,0,0,0
Tony Gabriel,"Saturday, December 11, 1948",12:30:00,"63 W 42, 46 N 29",63 W 42,46 N 29,-4.0,Internet,Reference,See kundli in AstroSage Cloud,Tony Gabriel,"63 W 42, 46 N 29",Male,0,30,12,11,12,1948,46,63,29,42,W,N,0,0,0,0,0
Tom Hayden,"Monday, December 11, 1939",14:00:00,"83 W 1, 42 N 18",83 W 1,42 N 18,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Tom Hayden,"83 W 1, 42 N 18",Male,0,0,14,11,12,1939,42,83,18,1,W,N,0,0,0,0,0
Ted Knight,"Friday, December 07, 1923",00:30:00,"73 W 1, 41 N 39",73 W 1,41 N 39,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Ted Knight,"73 W 1, 41 N 39",Male,0,30,0,7,12,1923,41,73,39,1,W,N,0,0,0,0,0
Tom Waits,"Wednesday, December 07, 1949",07:25:00,"117 W 45, 34 N 3",117 W 45,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Tom Waits,"117 W 45, 34 N 3",Male,0,25,7,7,12,1949,34,117,3,45,W,N,0,0,0,0,0
Tony Joseph,"Saturday, December 07, 1946",00:35:00,"81 W 40, 41 N 29",81 W 40,41 N 29,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Tony Joseph,"81 W 40, 41 N 29",Male,0,35,0,7,12,1946,41,81,29,40,W,N,0,0,0,0,0
Thomas Graham,"Sunday, December 05, 1943",14:30:00,"4 W 15, 55 N 52",4 W 15,55 N 52,0.0,Internet,Reference,See kundli in AstroSage Cloud,Thomas Graham,"4 W 15, 55 N 52",Male,0,30,14,5,12,1943,55,4,52,15,W,N,0,0,0,0,0
Ted Johnson,"Monday, December 04, 1972",08:43:59,"122 W 14, 37 N 45",122 W 14,37 N 45,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Ted Johnson,"122 W 14, 37 N 45",Male,59,43,8,4,12,1972,37,122,45,14,W,N,0,0,0,0,0
Tarzan,"Friday, December 01, 1911",20:00:00,"87 W 39, 41 N 52",87 W 39,41 N 52,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Tarzan,"87 W 39, 41 N 52",Male,0,0,20,1,12,1911,41,87,52,39,W,N,0,0,0,0,0
Thomas Ring,"Monday, November 28, 1892",18:00:00,"11 E 3, 49 N 27",11 E 3,49 N 27,1.0,Internet,Reference,See kundli in AstroSage Cloud,Thomas Ring,"11 E 3, 49 N 27",Male,0,0,18,28,11,1892,49,11,27,3,E,N,0,0,0,0,0
Tina Brown,"Saturday, November 21, 1953",13:30:00,"0 E 44, 51 N 32",0 E 44,51 N 32,0.0,Internet,Reference,See kundli in AstroSage Cloud,Tina Brown,"0 E 44, 51 N 32",Male,0,30,13,21,11,1953,51,0,32,44,E,N,0,0,0,0,0
Tusshar Kapoor,"Saturday, November 20, 1976",15:20:00,Mumbai,72 E 50,18 N 58,5.5,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,Tusshar Kapoor,Mumbai,Male,0,20,15,20,11,1976,18,72,58,50,E,N,0,0,0,0,0
Tipu Sultan,"Wednesday, December 01, 1751",08:00:00,"77 E 57, 13 N 0",77 E 57,13 N 0,5.5,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,Tipu Sultan,"77 E 57, 13 N 0",Male,0,0,8,1,12,1751,13,77,0,57,E,N,0,0,0,0,0
Thomas Wolfe,"Wednesday, October 03, 1900",10:30:00,"82 W 32, 35 N 35",82 W 32,35 N 35,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thomas Wolfe,"82 W 32, 35 N 35",Male,0,30,10,3,10,1900,35,82,35,32,W,N,0,0,0,0,0
T. S. Eliot,"Wednesday, September 26, 1888",07:45:00,St. Louis,90 E 12,38 N 38,-5.0,The Times Select Horoscopes,Accurate,See kundli in AstroSage Cloud,T. S. Eliot,St. Louis,Male,0,45,7,26,9,1888,38,90,38,12,E,N,0,0,0,0,0
Tapir Gao,"Thursday, October 01, 1964",12:00:00,Molom,93 E 22,24 N 10,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tapir Gao,Molom,Male,0,0,12,1,10,1964,24,93,10,22,E,N,0,0,0,0,0
Tony Blair,"Wednesday, May 06, 1953",06:10:00,Edinburgh,3 W 13,55 N 57,1.0,Web,Reference,See kundli in AstroSage Cloud,Tony Blair,Edinburgh,Male,0,10,6,6,5,1953,55,3,57,13,W,N,0,0,0,0,0
Thomas Mann Actor,"Friday, September 27, 1991",12:00:00,Portland,122 W 40,45 N 31,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thomas Mann Actor,Portland,Male,0,0,12,27,9,1991,45,122,31,40,W,N,0,0,0,0,0
T.S. Eliot,"Wednesday, September 26, 1888",07:45:00,St. Louis MO,90 W 11,38 N 37,-6.0,Web,Reference,See kundli in AstroSage Cloud,T.S. Eliot,St. Louis MO,Male,0,45,7,26,9,1888,38,90,37,11,W,N,0,0,0,0,0
Ted Kennedy Jr,"Tuesday, September 26, 1961",04:04:59,"71 W 4, 42 N 21",71 W 4,42 N 21,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Ted Kennedy Jr,"71 W 4, 42 N 21",Male,59,4,4,26,9,1961,42,71,21,4,W,N,0,0,0,0,0
Tanisha Mukherjee,"Sunday, January 01, 1978",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tanisha Mukherjee,Mumbai,Female,0,0,12,1,1,1978,18,72,58,50,E,N,0,0,0,0,0
Tanuja,"Thursday, September 23, 1943",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tanuja,Mumbai,Female,0,0,12,23,9,1943,18,72,58,50,E,N,0,0,0,0,0
Thiago Silva,"Saturday, September 22, 1984",12:00:00,Rio de Janeiro,43 W 12,23 S 0,-3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thiago Silva,Rio de Janeiro,Male,0,0,12,22,9,1984,23,43,0,12,W,S,0,0,0,0,0
Tiger Woods,"Tuesday, December 30, 1975",22:50:00,Long Beach CA,118 W 11,33 N 46,-8.0,Web,Reference,See kundli in AstroSage Cloud,Tiger Woods,Long Beach CA,Male,0,50,22,30,12,1975,33,118,46,11,W,N,0,0,0,0,0
Tony Abbott,"Monday, November 04, 1957",12:00:00,London,0 W 5,51 N 30,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tony Abbott,London,Male,0,0,12,4,11,1957,51,0,30,5,W,N,0,0,0,0,0
Tomas Berdych,"Tuesday, September 17, 1985",12:00:00,Valasske Mezirici (Czech),17 E 57,49 N 27,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tomas Berdych,Valasske Mezirici (Czech) ,Male,0,0,12,17,9,1985,49,17,27,57,E,N,0,0,0,0,0
Tommy Lee Jones,"Sunday, September 15, 1946",22:00:00,"98 W 43, 31 N 10",98 W 43,31 N 10,-6.0,Unknown,,See kundli in AstroSage Cloud,Tommy Lee Jones,"98 W 43, 31 N 10",Male,0,0,22,15,9,1946,31,98,10,43,W,N,0,0,0,0,0
Taraji P. Henson,"Friday, September 11, 1970",12:00:00,Washington,93 W 40,33 N 46,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Taraji P. Henson,Washington,Female,0,0,12,11,9,1970,33,93,46,40,W,N,0,0,0,0,0
Taylor Caldwell,"Friday, September 07, 1900",20:37:00,"2 W 14, 53 N 29",2 W 14,53 N 29,0.0,Internet,Reference,See kundli in AstroSage Cloud,Taylor Caldwell,"2 W 14, 53 N 29",Male,0,37,20,7,9,1900,53,2,29,14,W,N,0,0,0,0,0
Tommy Sands,"Friday, August 27, 1937",13:07:00,"87 W 39, 41 N 52",87 W 39,41 N 52,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Tommy Sands,"87 W 39, 41 N 52",Male,0,7,13,27,8,1937,41,87,52,39,W,N,0,0,0,0,0
Tino Best,"Wednesday, August 26, 1981",12:00:00,Paris,2 E 20,48 N 50,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tino Best,Paris,Male,0,0,12,26,8,1981,48,2,50,20,E,N,0,0,0,0,0
Tim Burton,"Monday, August 25, 1958",23:49:00,Burbank CA,118 W 19,34 N 10,-7.0,Web,Reference,See kundli in AstroSage Cloud,Tim Burton,Burbank CA,Male,0,49,23,25,8,1958,34,118,10,19,W,N,0,0,0,0,0
Tara Gerard,"Wednesday, August 19, 1981",12:00:00,La Mirada,118 W 0,33 N 54,-7.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tara Gerard,La Mirada,Female,0,0,12,19,8,1981,33,118,54,0,W,N,0,0,0,0,0
Ted Hughes,"Sunday, August 17, 1930",23:55:00,"1 E 59, 53 N 43",1 E 59,53 N 43,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ted Hughes,"1 E 59, 53 N 43",Male,0,55,23,17,8,1930,53,1,43,59,E,N,0,0,0,0,0
T.E. Lawrence,"Thursday, August 16, 1888",05:00:00,"4 W 8, 52 N 56",4 W 8,52 N 56,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,T.E. Lawrence,"4 W 8, 52 N 56",Male,0,0,5,16,8,1888,52,4,56,8,W,N,0,0,0,0,0
Terry Richardson,"Saturday, August 14, 1965",12:00:00,New york,74 W 0,40 N 42,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Terry Richardson,New york,Male,0,0,12,14,8,1965,40,74,42,0,W,N,0,0,0,0,0
Tyson Gay,"Monday, August 09, 1982",12:00:00,Lexington,81 W 14,33 N 58,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tyson Gay,Lexington,Male,0,0,12,9,8,1982,33,81,58,14,W,N,0,0,0,0,0
Thomas Lennon,"Sunday, August 09, 1970",12:00:00,Oak Park,87 W 46,41 N 52,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thomas Lennon,Oak Park,Male,0,0,12,9,8,1970,41,87,52,46,W,N,0,0,0,0,0
Terry Cooke,"Thursday, August 05, 1976",12:00:00,Marston Green,1 W 43,52 N 27,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Terry Cooke,Marston Green,Male,0,0,12,5,8,1976,52,1,27,43,W,N,0,0,0,0,0
Terri Clark,"Tuesday, August 05, 1958",17:35:00,"73 W 34, 45 N 31",73 W 34,45 N 31,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Terri Clark,"73 W 34, 45 N 31",Male,0,35,17,5,8,1958,45,73,31,34,W,N,0,0,0,0,0
Tom Brady,"Wednesday, August 03, 1977",11:48:00,San mateo,122 W 19,37 N 33,-5.0,Web,Reference,See kundli in AstroSage Cloud,Tom Brady,San mateo,Male,0,48,11,3,8,1977,37,122,33,19,W,N,0,0,0,0,0
Taapsee Pannu,"Saturday, August 01, 1987",12:00:00,Ludhiana,75 E 52,30 N 56,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Taapsee Pannu,Ludhiana,Female,0,0,12,1,8,1987,30,75,56,52,E,N,0,0,0,0,0
Troy Perry,"Saturday, July 27, 1940",23:30:00,"84 W 17, 30 N 26",84 W 17,30 N 26,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Troy Perry,"84 W 17, 30 N 26",Male,0,30,23,27,7,1940,30,84,26,17,W,N,0,0,0,0,0
Tom Berger,"Sunday, July 20, 1924",12:44:59,"84 W 26, 39 N 9",84 W 26,39 N 9,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tom Berger,"84 W 26, 39 N 9",Male,59,44,12,20,7,1924,39,84,9,26,W,N,0,0,0,0,0
Tony Diaz,"Wednesday, July 17, 1968",17:14:00,"70 W 18, 41 N 42",70 W 18,41 N 42,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tony Diaz,"70 W 18, 41 N 42",Male,0,14,17,17,7,1968,41,70,42,18,W,N,0,0,0,0,0
Tim Brooke-Taylor,"Wednesday, July 17, 1940",11:00:00,"1 W 55, 53 N 14",1 W 55,53 N 14,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tim Brooke-Taylor,"1 W 55, 53 N 14",Male,0,0,11,17,7,1940,53,1,14,55,W,N,0,0,0,0,0
Taylor Kinney,"Wednesday, July 15, 1981",12:00:00,Lancaster,80 W 46,34 N 43,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Taylor Kinney,Lancaster,Male,0,0,12,15,7,1981,34,80,43,46,W,N,0,0,0,0,0
Thilakan,"Monday, July 15, 1935",12:00:00,Ayroor,76 E 43,9 N 21,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thilakan,Ayroor,Male,0,0,12,15,7,1935,9,76,21,43,E,N,0,0,0,0,0
Tristan Wilds,"Saturday, July 15, 1989",12:00:00,Staten I.,64 W 0,54 S 40,-3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tristan Wilds,Staten I.,Male,0,0,12,15,7,1989,54,64,40,0,W,S,0,0,0,0,0
Tulisa Contostavlos,"Wednesday, July 13, 1988",12:00:00,London,0 W 5,51 N 30,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tulisa Contostavlos,London,Female,0,0,12,13,7,1988,51,0,30,5,W,N,0,0,0,0,0
Tom Kilbey,"Friday, October 19, 1990",12:00:00,"Leytonstone, London",0 W 5,51 N 30,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tom Kilbey,"Leytonstone, London",Male,0,0,12,19,10,1990,51,0,30,5,W,N,0,0,0,0,0
Thomas Dillon,"Sunday, July 09, 1950",14:27:59,"81 W 21, 40 N 46",81 W 21,40 N 46,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thomas Dillon,"81 W 21, 40 N 46",Male,59,27,14,9,7,1950,40,81,46,21,W,N,0,0,0,0,0
Tamara Ecclestone,"Thursday, June 28, 1984",12:00:00,Milan,9 E 10,45 N 28,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tamara Ecclestone,Milan,Female,0,0,12,28,6,1984,45,9,28,10,E,N,0,0,0,0,0
Timbaland,"Friday, March 10, 1972",12:00:00,Virginia Beach,75 W 58,36 N 51,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Timbaland,Virginia Beach,Male,0,0,12,10,3,1972,36,75,51,58,W,N,0,0,0,0,0
Tigmanshu Dhulia,"Monday, July 03, 1967",12:00:00,Allahabad,81 E 50,25 N 57,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tigmanshu Dhulia,Allahabad,Male,0,0,12,3,7,1967,25,81,57,50,E,N,0,0,0,0,0
Thomas Jeremy King,"Tuesday, June 13, 1933",16:30:00,"4 W 13, 55 N 52",4 W 13,55 N 52,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thomas Jeremy King,"4 W 13, 55 N 52",Male,0,30,16,13,6,1933,55,4,52,13,W,N,0,0,0,0,0
Thomas Mann,"Sunday, June 06, 1875",10:15:00,"10 E 40, 53 N 52",10 E 40,53 N 52,0.75,Unknown,,See kundli in AstroSage Cloud,Thomas Mann,"10 E 40, 53 N 52",Male,0,15,10,6,6,1875,53,10,52,40,E,N,0,0,0,0,0
Tony Curtis,"Wednesday, June 03, 1925",09:00:00,"74 W 0, 40 N 42",74 W 0,40 N 42,-5.0,Unknown,,See kundli in AstroSage Cloud,Tony Curtis,"74 W 0, 40 N 42",Male,0,0,9,3,6,1925,40,74,42,0,W,N,0,0,0,0,0
Thomas Hardy,"Tuesday, June 02, 1840",08:00:00,"2 W 20, 50 N 46",2 W 20,50 N 46,0.0,Internet,Reference,See kundli in AstroSage Cloud,Thomas Hardy,"2 W 20, 50 N 46",Male,0,0,8,2,6,1840,50,2,46,20,W,N,0,0,0,0,0
Tenzing Norgay,"Monday, June 01, 1914",06:28:24,Thami,86 E 39,27 N 50,5.75,Astrology of Professions (Pathak),Reference,See kundli in AstroSage Cloud,Tenzing Norgay,Thami,Male,24,28,6,1,6,1914,27,86,50,39,E,N,0,0,0,0,0
Tina Fey,"Monday, May 18, 1970",12:00:00,Upper Dary,75 W 18,39 N 57,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tina Fey,Upper Dary,Female,0,0,12,18,5,1970,39,75,57,18,W,N,0,0,0,0,0
Thalaivan Sargunam,"Wednesday, May 15, 1985",12:00:00,Nagar Kowil,77 E 24,8 N 10,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thalaivan Sargunam,Nagar Kowil,Male,0,0,12,15,5,1985,8,77,10,24,E,N,0,0,0,0,0
Tom Snyder,"Tuesday, May 12, 1936",05:29:59,"87 W 54, 43 N 2",87 W 54,43 N 2,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tom Snyder,"87 W 54, 43 N 2",Male,59,29,5,12,5,1936,43,87,2,54,W,N,0,0,0,0,0
Tony Hancock,"Monday, May 12, 1924",11:00:00,"1 W 50, 52 N 29",1 W 50,52 N 29,0.0,Internet,Reference,See kundli in AstroSage Cloud,Tony Hancock,"1 W 50, 52 N 29",Male,0,0,11,12,5,1924,52,1,29,50,W,N,0,0,0,0,0
Trisha Krishnan,"Wednesday, May 04, 1983",12:00:00,Chennai,80 E 18,13 N 5,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Trisha Krishnan,Chennai,Female,0,0,12,4,5,1983,13,80,5,18,E,N,0,0,0,0,0
Tyrone Power,"Tuesday, May 05, 1914",17:30:00,"84 W 26, 39 N 9",84 W 26,39 N 9,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Tyrone Power,"84 W 26, 39 N 9",Male,0,30,17,5,5,1914,39,84,9,26,W,N,0,0,0,0,0
Tyagaraja,"Monday, May 04, 1767",12:46:32,Tiruvarur,79 E 37,10 N 45,5.5,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Tyagaraja,Tiruvarur,Male,32,46,12,4,5,1767,10,79,45,37,E,N,0,0,0,0,0
Tom Sutherland,"Sunday, May 03, 1931",06:00:00,"3 E 45, 56 N 2",3 E 45,56 N 2,0.0,Internet,Reference,See kundli in AstroSage Cloud,Tom Sutherland,"3 E 45, 56 N 2",Male,0,0,6,3,5,1931,56,3,2,45,E,N,0,0,0,0,0
Thomas McDonell,"Friday, May 02, 1986",12:00:00,Manhattan,73 W 57,40 N 45,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thomas McDonell,Manhattan,Male,0,0,12,2,5,1986,40,73,45,57,W,N,0,0,0,0,0
Taylor Cole,"Sunday, April 29, 1984",12:00:00,Arlington,77 W 7,38 N 53,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Taylor Cole,Arlington,Female,0,0,12,29,4,1984,38,77,53,7,W,N,0,0,0,0,0
Tim Jordan,"Sunday, April 26, 1964",06:20:59,"89 W 23, 43 N 3",89 W 23,43 N 3,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Tim Jordan,"89 W 23, 43 N 3",Male,59,20,6,26,4,1964,43,89,3,23,W,N,0,0,0,0,0
Timothy McVeigh,"Tuesday, April 23, 1968",08:19:00,Lockport,78 W 41,43 N 10,-5.0,Web,Reference,See kundli in AstroSage Cloud,Timothy McVeigh,Lockport,Male,0,19,8,23,4,1968,43,78,10,41,W,N,0,0,0,0,0
Tintu Luka,"Friday, April 21, 1989",12:00:00,Iritty Kannur,75 E 40,11 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tintu Luka,Iritty Kannur,Male,0,0,12,21,4,1989,11,75,58,40,E,N,0,0,0,0,0
Toni Kroos,"Thursday, January 04, 1990",12:00:00,Greifswald,13 E 24,54 N 4,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Toni Kroos,Greifswald,Male,0,0,12,4,1,1990,54,13,4,24,E,N,0,0,0,0,0
Tommy Smith,"Friday, April 12, 1918",04:00:00,"78 W 51, 42 N 53",78 W 51,42 N 53,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Tommy Smith,"78 W 51, 42 N 53",Male,0,0,4,12,4,1918,42,78,53,51,W,N,0,0,0,0,0
Thisara Perera,"Monday, April 03, 1989",12:00:00,Colombo,79 E 58,6 N 56,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Thisara Perera,Colombo,Male,0,0,12,3,4,1989,6,79,56,58,E,N,0,0,0,0,0
Tillakaratne Dilshan,"Thursday, October 14, 1976",12:00:00,Kalutara,80 E 0,6 N 35,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tillakaratne Dilshan,Kalutara,Male,0,0,12,14,10,1976,6,80,35,0,E,N,0,0,0,0,0
Tamim Iqbal,"Monday, March 20, 1989",12:00:00,Chittagong,91 E 55,22 N 19,6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tamim Iqbal,Chittagong,Male,0,0,12,20,3,1989,22,91,19,55,E,N,0,0,0,0,0
Tirumalasetti Suman,"Thursday, December 15, 1983",12:00:00,Hyderabad,78 E 26,17 N 22,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tirumalasetti Suman,Hyderabad,Male,0,0,12,15,12,1983,17,78,22,26,E,N,0,0,0,0,0
Taylor Kitsch,"Wednesday, April 08, 1981",12:00:00,Kelowna,119 E 27,49 N 53,-7.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Taylor Kitsch,Kelowna,Male,0,0,12,8,4,1981,49,119,53,27,E,N,0,0,0,0,0
Tushar Khandker,"Friday, April 05, 1985",12:00:00,Jhansi,78 E 34,25 N 27,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tushar Khandker,Jhansi,Male,0,0,12,5,4,1985,25,78,27,34,E,N,0,0,0,0,0
Tony Banks,"Thursday, April 05, 1973",22:48:00,"117 W 9, 32 N 42",117 W 9,32 N 42,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Tony Banks,"117 W 9, 32 N 42",Male,0,48,22,5,4,1973,32,117,42,9,W,N,0,0,0,0,0
Tilda Swinton,"Saturday, November 05, 1960",12:00:00,London,0 W 5,51 N 30,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tilda Swinton,London,Female,0,0,12,5,11,1960,51,0,30,5,W,N,0,0,0,0,0
Tamannaah Bhatia,"Thursday, December 21, 1989",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tamannaah Bhatia,Mumbai,Female,0,0,12,21,12,1989,18,72,58,50,E,N,0,0,0,0,0
Tony Hall,"Sunday, April 01, 1928",02:00:00,"2 W 14, 51 N 42",2 W 14,51 N 42,0.0,Internet,Reference,See kundli in AstroSage Cloud,Tony Hall,"2 W 14, 51 N 42",Male,0,0,2,1,4,1928,51,2,42,14,W,N,0,0,0,0,0
Tara Sharma,"Tuesday, January 11, 1977",12:00:00,London,0 W 5,51 N 30,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tara Sharma,London,Female,0,0,12,11,1,1977,51,0,30,5,W,N,0,0,0,0,0
Teresa Palmer,"Wednesday, February 26, 1986",12:00:00,Adelaide,138 E 30,34 S 52,7.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Teresa Palmer,Adelaide,Female,0,0,12,26,2,1986,34,138,52,30,E,S,0,0,0,0,0
Twinkle Bajpai,"Friday, February 22, 1985",12:00:00,Lucknow,80 E 54,26 N 50,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Twinkle Bajpai,Lucknow,Female,0,0,12,22,2,1985,26,80,50,54,E,N,0,0,0,0,0
Tena Desae,"Tuesday, February 24, 1987",12:00:00,Bangalore,77 E 35,13 N 0,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tena Desae,Bangalore,Female,0,0,12,24,2,1987,13,77,0,35,E,N,0,0,0,0,0
Tabu,"Thursday, November 04, 1971",12:00:00,Hyderabad,78 E 26,17 N 22,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tabu,Hyderabad,Male,0,0,12,4,11,1971,17,78,22,26,E,N,0,0,0,0,0
Tanushree Dutta,"Monday, March 19, 1984",12:00:00,Jamshedpur,86 E 12,22 N 47,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tanushree Dutta,Jamshedpur,Female,0,0,12,19,3,1984,22,86,47,12,E,N,0,0,0,0,0
Tisca Chopra,"Thursday, November 01, 1973",12:00:00,Kasauli,76 E 57,30 N 54,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Tisca Chopra,Kasauli,Female,0,0,12,1,11,1973,30,76,54,57,E,N,0,0,0,0,0
Thomas G. Morton,"Sunday, March 16, 1947",18:00:00,"43 W 57, 22 S 17",43 W 57,22 S 17,-3.0,Internet,Reference,See kundli in AstroSage Cloud,Thomas G. Morton,"43 W 57, 22 S 17",Male,0,0,18,16,3,1947,22,43,17,57,W,S,0,0,0,0,0
Tony Peck,"Wednesday, October 24, 1956",08:44:59,"118 W 29, 34 N 0",118 W 29,34 N 0,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Tony Peck,"118 W 29, 34 N 0",Male,59,44,8,24,10,1956,34,118,0,29,W,N,0,0,0,0,0
Terrell Davis,"Saturday, October 28, 1972",12:24:00,"117 W 9, 32 N 42",117 W 9,32 N 42,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Terrell Davis,"117 W 9, 32 N 42",Male,0,24,12,28,10,1972,32,117,42,9,W,N,0,0,0,0,0
